images/dict-16.png|ᠡᠵᠡᠩᠨᠡᠭᠦᠯᠬᠦ ᠭᠠᠷᠬᠢᠲᠤᠭᠤᠯᠬᠤ ᠳᠥᠷᠪᠡᠳᠦᠭᠡᠷ
images/dict-17.png|ᠡᠳᠦᠢ ᠬᠠᠩᠰᠢ ᠰᠤᠢᠯᠠᠬᠤ ᠬᠤᠯᠮᠠᠢᠢᠬᠤ  ᠴᠠᠯᠮᠠᠬᠤ  ᠪᠡᠪᠲᠦᠨᠡᠬᠦ
images/dict-18.png|ᠪᠡᠲᠡᠭᠢ ᠰᠣᠸᠠᠩᠫᠢᠨ ᠵᠠᠭᠠᠮᠠᠳᠠᠭᠣᠯᠬᠣ ᠬᠢᠴᠢᠡᠯ ᠲᠡᠢ ᠨᠣᠷᠣᠮᠯᠠᠬᠣ ᠴᠢᠨᠠᠷ ᠦᠭᠡᠢ
images/dict-19.png|ᠥᠷᠨᠢᠯ ᠪᠠᠭᠠᠴᠠᠢᠢᠬᠤ ᠣᠷᠴᠢᠭᠤᠯᠤᠭᠳᠠᠱᠢ ᠦᠭᠡᠢ ᠬᠠᠪᠰᠢᠢᠯᠭᠠᠬᠣ ᠴᠡᠩᠯᠡᠭᠦᠷ
images/dict-20.png|ᠳᠥᠷᠥᠯᠳᠡᠨ  ᠪᠣᠷᠭᠤᠭᠤᠯᠬᠤ ᠴᠢᠪᠬᠠᠭᠤᠷᠠᠭᠤᠯᠬᠤ ᠬᠢᠴᠡ ᠬᠤᠤᠷᠯᠠᠬᠤ 
images/dict-21.png|ᠴᠢᠯᠠᠭᠤᠷᠠᠬᠤ ᠱᠥᠮᠪᠥᠩ   ᠵᠡᠷᠯᠢᠭᠱᠢᠭᠦᠯᠬᠦ ᠪᠠᠨᠲᠠᠯᠵᠠᠬᠤ ᠡᠷᠡᠭ ᠬᠥᠨᠡᠰᠥᠵᠢᠬᠥ  ᠴᠢᠭᠲᠠᠯᠠᠭᠳᠠᠬᠤ
images/dict-22.png|ᠳᠤᠷᠰᠢᠭᠳᠠᠬᠤ  ᠳᠠᠪᠢᠷᠬᠠᠢᠢᠲᠤᠬᠤ ᠬᠡᠷᠡᠯᠳᠥᠭᠥᠯᠬᠥ  ᠮᠠᠭᠠᠯᠢᠩᠭᠤᠷᠠᠬᠤ
images/dict-23.png|ᠣᠭᠰᠣᠢᠢᠯᠭᠠᠬᠤ ᠮᠡᠯᠮᠡᠢ ᠭᠤᠷᠪᠠᠯᠵᠢᠯᠠᠭᠤᠯᠬᠤ
images/dict-24.png|ᠹᠷᠤᠨ᠋ᠲ ᠬᠠᠷᠢᠲᠠᠨ ᠱᠥᠭᠥᠢᠢᠯᠡᠭᠥ  ᠠᠷᠭᠠᠯᠠᠬᠤ ᠤᠢᠷᠴᠢᠢᠬᠦ ᠬᠦᠭᠳᠤᠬᠦᠨᠡᠬᠦ
images/dict-25.png|ᠴᠣᠬᠣᠷ ᠬᠠᠪᠲᠠᠰᠣᠯᠠᠬᠣ ᠬᠡᠨᠵᠡᠯᠡᠭᠥ  ᠬᠠᠢᠢᠯᠭᠠᠬᠣ ᠳᠥᠬᠦᠮ ᠴᠠᠯᠠᠢᠢᠬᠤ  ᠦᠨᠡᠭᠡ ᠴᠢᠩᠨᠠᠭᠤᠯᠴᠢ
images/dict-26.png|ᠰᠤᠭᠳᠤᠬᠤ  ᠠᠠᠨᠲᠠᠯ᠎ᠠ ᠠᠭᠤᠳᠠᠮᠴᠢᠯᠠᠬᠤ    ᠣᠲᠣᠷᠯᠠᠭᠤᠯᠠᠬᠤ
images/dict-27.png|ᠨᠠᠭᠴᠢᠷᠬᠠᠢ ᠡᠯᠰᠡᠭᠴᠢ  ᠠᠭᠱᠢᠭᠤᠨ ᠥᠭᠡᠴᠢᠯᠡᠭᠥᠯᠬᠥ   ᠱᠠᠯᠪᠢᠭᠠᠨᠠᠬᠤ ᠬᠣᠨᠣᠭᠯᠠᠬᠤ
images/dict-28.png|ᠬᠤᠰᠬᠢᠷᠠᠬᠤ  ᠪᠠᠢᠷᠢᠭᠤ ᠪᠠᠷᠢᠮᠲᠠᠯᠠᠴᠢ ᠬᠤᠪᠢᠶᠠᠯᠴᠠᠬᠤ 
images/dict-29.png|ᠪᠥᠬᠥᠭᠡᠨᠡᠭᠦᠯᠬᠦ ᠥᠷᠴᠢᠭᠢᠷᠳᠡᠬᠥ  ᠴᠠᠭᠴᠢᠬᠤ 
images/dict-30.png|ᠪᠤᠯᠲᠠᠭᠠᠨᠠᠬᠤ ᠨᠡᠢᠢᠴᠡᠪᠦᠷᠢᠲᠡᠢ ᠠᠷᠪᠠᠢᠬᠤ ᠳᠠᠭᠠᠭᠠᠬᠤ ᠮᠡᠳᠡᠭᠳᠡᠯ ᠲᠣᠮᠣᠰᠬᠤ ᠨᠠᠮᠤᠷ ᠭᠤᠯᠠᠰᠬᠤ
images/dict-31.png|ᠢᠳᠡᠭᠥᠯᠬᠥ ᠳᠠᠷᠤᠱᠢᠯᠠᠬᠤ ᠦᠨᠡᠭᠡᠴᠢᠯᠡᠬᠦ ᠨᠢᠳᠣᠴᠢᠭ᠎ᠠ ᠳᠤᠭᠳᠠᠬᠤ 
images/dict-32.png|ᠠᠯᠮᠠᠰ ᠬᠥᠭᠡᠴᠤᠷᠡᠭᠡᠬᠦ ᠱᠠᠵᠠ ᠣᠯᠬᠢᠶᠠᠲᠠᠢᠢᠬᠠᠨ ᠵᠣᠩᠳᠣᠷ
images/dict-33.png|ᠳᠡᠩᠨᠡᠯᠵᠦᠷ ᠨᠢᠬᠦᠯ ᠱᠠᠯᠴᠢᠭᠢᠨᠠᠭᠤᠯᠬᠤ
images/dict-34.png|ᠬᠡᠷᠴᠢᠮᠡᠭ ᠪᠠᠠᠰᠭᠠᠬᠤ ᠪᠣᠷᠲᠤᠭᠤ ᠪᠠᠩᠵᠠ ᠪᠠᠭᠴᠠᠯᠠᠭᠤᠯᠬᠤ ᠡᠯᠭᠦᠭᠦᠯᠬᠦ ᠱᠢᠨᠠᠯᠠᠯ ᠪᠡᠬᠡᠷ
images/dict-35.png|ᠬᠠᠮᠠᠭᠠᠯᠠᠬᠣ ᠬᠠᠰᠠᠷᠪᠠᠨᠢ ᠪᠣᠭᠴᠠ ᠥᠭᠬᠦᠯᠴᠡᠬᠦ ᠰᠤᠭᠳᠤᠭᠠᠭᠴᠢ  ᠳᠣᠷᠭᠢᠬᠤ ᠪᠤᠳᠤᠯᠢᠠᠨᠲᠤᠬᠤ ᠠᠯᠪᠠᠳᠠᠯᠭ᠎ᠠ
images/dict-36.png|ᠪᠡᠷᠴᠢᠭᠢᠨᠡᠬᠦ ᠬᠥᠨᠳᠥᠰᠬᠥ ᠡᠪᠳᠡᠷᠡᠯᠳᠡᠬᠦ ᠷᠢᠨᠲᠢᠭᠧᠨᠴᠢ ᠪᠣᠨᠴᠣᠭᠣᠷ ᠳᠠᠰᠭᠠᠯᠴᠢ
images/dict-37.png|ᠳᠥᠰᠢᠯᠭᠡᠳᠡᠢ  ᠤᠷᠲᠤᠭᠠᠱᠢ ᠴᠡᠵᠡᠢᠢᠯᠭᠡᠬᠦ
images/dict-38.png|ᠪᠡᠯᠡᠵᠢᠭᠦᠯᠬᠦ ᠠᠩᠭᠠᠬᠤ ᠭᠥᠯᠤᠭᠡ ᠬᠥᠰᠢᠬᠥ  ᠭᠤᠯᠳᠤᠷᠬᠤ
images/dict-39.png|ᠥᠮᠥᠯᠬᠥ  ᠴᠢᠩᠬ᠎ᠠ ᠪᠠᠷᠤᠢᠢᠬᠤ ᠠᠨᠢᠭᠤᠯᠬᠤ ᠨᠢᠷᠤᠭᠤ ᠦᠭᠡᠢ ᠥᠯᠵᠡᠢᠢᠯᠡᠬᠥ  ᠰᠠᠷᠯᠤᠭ ᠪᠠᠰᠤᠬᠤ
images/dict-40.png|ᠨᠠᠯᠠᠢᠢᠬᠤ ᠠᠯᠭᠠᠰᠠᠬᠤ ᠬᠣᠵᠢᠭᠤᠳᠠᠬᠤ ᠵᠡᠷᠮᠡᠢᠢᠬᠥ
images/dict-41.png|ᠳᠠᠪᠳᠠᠩ ᠳᠤᠰᠢᠶᠠᠯᠳᠠᠬᠤ  ᠰᠠᠭᠠᠳ ᠢᠨᠳᠢ ᠮᠠᠨᠠᠬᠤ
images/dict-42.png|ᠪᠤᠯᠢᠭᠠᠷᠢᠯᠠᠬᠤ ᠬᠠᠲᠠᠩᠭᠢᠷᠲᠤᠬᠤ ᠰᠠᠳᠤᠩᠨᠠᠬᠤ ᠥᠨᠳᠡᠭᠡ
images/dict-43.png|ᠳᠣᠩᠨᠣᠢᠢᠬᠤ ᠬᠤᠴᠠ ᠥᠵᠡᠭᠥᠰᠢᠳᠡᠢ 
images/dict-44.png|ᠮᠤᠭᠤᠳᠤᠢᠢᠬᠤ ᠡᠨᠳᠡᠬᠦᠷᠡᠬᠦᠯᠬᠦ ᠮᠠᠭᠤᠵᠢᠷᠠᠬᠤ ᠬᠤᠠᠭᠯᠠᠬᠤ ᠭᠤᠯᠭᠢᠭᠤᠯᠬᠤ ᠬᠢᠠᠷᠠᠬᠤ ᠥᠮᠥᠢᠬᠥ 
images/dict-45.png|ᠵᠥᠬᠡᠯᠭᠡ ᠳᠥᠩᠰᠢᠯᠡᠭᠥᠯᠬᠥ   ᠠᠨᠢᠢᠯᠭᠠᠬᠤ ᠬᠡᠷᠴᠡᠭᠡᠢᠢᠯᠡᠬᠦ ᠪᠧᠨᠲᠣᠰ ᠬᠣᠯᠭᠤᠭᠤᠯᠬᠤ ᠬᠠᠷᠢᠭᠤᠴᠠᠭᠤᠯᠬᠤ ᠬᠡᠯᠲᠡᠩᠬᠡᠢ
images/dict-46.png|ᠳᠠᠭᠳᠤᠬᠤ  ᠪᠠᠭᠠᠱᠢᠯᠠᠭᠤᠯᠬᠤ ᠺᠠᠷᠪᠣᠯ ᠬᠢᠵᠢᠮ᠎ᠡ
images/dict-47.png|ᠪᠠᠬᠤᠤ ᠮᠡᠳᠡᠯ ᠲᠡᠢ ᠴᠡᠴᠡᠷᠯᠢᠭᠴᠢ ᠭᠦᠪᠢᠬᠦ ᠪᠤᠯᠲᠠᠭᠤᠯᠬᠤ ᠳᠣᠩᠬᠣᠢᠢᠯᠭᠠᠬᠤ ᠠᠭᠦᠯᠡᠬᠦ ᠳᠠᠢᠢᠷᠢᠭᠠᠷ 
images/dict-48.png|ᠵᠡᠷᠭᠡ ᠬᠤᠯᠮᠠᠭᠠᠨᠠᠬᠤ ᠮᠠᠲᠠᠩ
images/dict-49.png|ᠳᠤᠤᠰᠢᠩᠳᠠᠬᠤ  ᠵᠠᠩᠭᠤᠷᠭ᠎ᠠ ᠴᠢᠬᠢᠮᠠᠢ ᠳᠤᠯᠢᠬᠠᠨ
images/dict-50.png|ᠭᠤᠯᠠᠰᠬᠠᠬᠤ ᠴᠢᠮᠠᠬᠤᠨ ᠷᠠᠳᠢᠻᠠᠯ ᠨᠡᠢᠢᠭᠡᠮ ᠡᠨᠳᠡᠭᠳᠡᠬᠦ
images/dict-51.png|ᠬᠤᠯᠠᠭᠠᠨ᠎ᠠ ᠰᠤᠷᠳᠠᠯᠳᠠᠨ ᠭᠥᠷᠳᠡᠭᠦᠯᠬᠦ ᠡᠯᠴᠢᠳᠤ  ᠬᠤᠤᠷᠠᠰᠤᠯᠠᠬᠤ ᠵᠦᠳᠭᠡᠬᠦ ᠰᠠᠷᠭᠠᠷ ᠬᠡᠪᠡᠢᠢᠳᠡᠭᠥ 
images/dict-52.png|ᠠᠤᠯᠭᠠᠬᠤ ᠳᠣᠷᠭᠢᠯᠲᠠ ᠬᠠᠳᠠᠷ᠎ᠠ ᠨᠡᠢᠢᠳᠡᠮᠬᠡᠢ ᠮᠣᠩᠬᠣᠭᠣᠷᠬᠠᠨ
images/dict-53.png|ᠡᠴᠢᠨ᠎ᠡ ᠳᠠᠢᠢᠯᠢᠬᠤ ᠠᠭᠤᠯᠠᠳᠠᠢ  ᠳᠦᠷᠦᠪᠴᠢ
images/dict-54.png|ᠱᠠᠪᠬᠠᠢᠢᠲᠤᠬᠤ ᠱᠢᠷᠭᠢᠭᠡᠬᠦ ᠪᠡᠷᠴᠢᠯᠵᠡᠬᠦ ᠮᠠᠰᠢᠯ ᠪᠤᠷ᠎ᠠ
images/dict-55.png|ᠣᠪᠣᠭᠠᠯᠠᠯᠭ᠎ᠠ ᠬᠠᠷᠠᠭ᠎ᠠ ᠠᠨᠢᠷᠲᠤ ᠪᠥᠬᠡ
images/dict-56.png|ᠴᠢᠳᠬᠠᠭᠠᠷ ᠺᠣᠮᠸᠸᠷᠲ ᠫᠦᠷᠳᠡᠬᠢᠬᠦ ᠲᠣᠰᠤᠭᠳᠠᠬᠤ ᠱᠢᠮᠳᠠᠭᠠᠢᠢᠯᠠᠬᠤ
images/dict-57.png|ᠮᠡᠬᠡᠯᠡᠬᠥ ᠮᠤᠵᠢᠢᠬᠤ  ᠠᠭᠳᠠᠯᠠᠬᠤ ᠬᠢᠰᠠᠬᠤ ᠭᠡᠮᠲᠦᠬᠦ ᠨᠡᠢᠢᠴᠡᠳᠦ ᠪᠦᠲᠦᠮᠵᠢ
images/dict-58.png|ᠴᠦᠪᠲᠦᠬᠦ ᠵᠣᠭᠰᠤᠭᠤᠯᠬᠤ ᠳᠥᠵᠢᠷᠡᠬᠥ   ᠲᠤᠯᠤ ᠳᠥᠷᠦ ᠭᠤᠨᠢᠠᠬᠤ
images/dict-59.png|ᠰᠡᠭᠰᠦᠷᠡᠭᠳᠦᠬᠦ ᠪᠣᠭᠤᠯᠴᠢᠯᠠᠭᠤᠯᠬᠤ ᠬᠠᠭᠠᠨᠲᠤ ᠢᠯᠠᠭᠤᠯᠬᠤ ᠠᠬᠢᠮᠠᠬᠠᠢ ᠳᠣᠭᠣᠭᠰᠢ ᠦᠭᠡᠢ
images/dict-60.png|ᠢᠰᠦᠯᠡᠬᠦ ᠬᠥᠭ ᠲᠡᠢ ᠭᠣᠭᠴᠤᠭᠠᠷᠠᠬᠤ ᠭᠦᠡᠩ ᠡᠷᠡᠦ
images/dict-61.png|ᠳᠠᠢᠢᠷᠢᠬᠤ  ᠳᠠᠯᠠᠨ ᠲᠠ ᠡᠷᠳᠡᠴᠢᠯᠡᠬᠥ 
images/dict-62.png|ᠪᠥᠥᠷ ᠤᠯᠬᠤᠢᠢᠬᠤ  ᠤᠨᠠᠭᠠᠯᠠᠬᠤ  ᠠᠪᠴᠢᠷᠠᠬᠤ ᠥᠷᠡᠵᠢᠯ ᠥᠭᠡᠢ  ᠬᠡᠯᠬᠢᠬᠦ
images/dict-63.png|ᠬᠠᠭᠤᠴᠢᠪᠤᠷᠢ ᠬᠤᠬᠤᠷᠠᠬᠤ ᠳᠣᠲᠣᠨᠣᠴᠢᠯᠠᠭᠤᠯᠬᠤ ᠰᠠᠷᠢᠰᠤᠯᠠᠬᠤ 
images/dict-64.png|ᠣᠷᠳᠤᠰ ᠠᠪᠬᠠᠯᠵᠢ ᠦᠭᠡᠢ ᠮᠤᠨᠩᠬᠠᠭᠯᠠᠬᠤ ᠳᠧᠰᠫᠠᠨᠰᠧᠷ
images/dict-65.png|ᠳᠣᠭᠤᠯᠠᠭᠤᠯᠬᠤ ᠲᠡᠬᠦᠳᠡᠭᠡᠷᠡᠬᠦ ᠱᠢᠨᠲᠠᠢᠢᠬᠤ
images/dict-66.png|ᠳᠡᠭᠡᠳᠤᠰ ᠯᠠᠬᠠᠢᠢᠬᠣ ᠴᠣᠬᠣᠷᠯᠠᠬᠤ ᠳᠠᠪᠤᠰᠤᠨᠠᠭ ᠬᠥᠴᠢᠷᠳᠡᠬᠥ  ᠱᠥᠷᠭᠡᠳᠡᠬᠥ  ᠳᠥᠷᠢᠭᠳᠡᠬᠥ 
images/dict-67.png|ᠬᠤᠭᠤᠯᠠᠰᠢᠬᠤ  ᠬᠢᠵᠢᠮ᠎ᠡ ᠴᠦᠭᠡᠪᠴᠢᠯᠡᠭᠦᠯᠬᠦ ᠴᠢᠯᠦᠭᠡ ᠦᠭᠡᠢ ᠬᠦᠭᠡᠩᠭᠢ ᠹᠠᠱᠢᠰᠲ ᠯᠢᠩᠬᠣ᠎ᠠ ᠪᠡᠡᠯᠡᠤ
images/dict-68.png|ᠴᠡᠴᠡᠭᠯᠢᠭ ᠳᠠᠯᠳᠠ ᠴᠠᠯᠠᠭᠠᠷᠠᠬᠤ 
images/dict-69.png|ᠤᠯᠠᠷᠢᠭᠠᠬᠤ  ᠡᠬᠡᠷᠬᠡᠭ ᠬᠣᠪᠳᠤᠯᠠᠬᠤ ᠮᠤᠬᠤᠯᠠᠢᠳᠠᠭᠤᠯᠬᠤ ᠰᠠᠷᠢᠬᠤ ᠳᠠᠯᠬᠢᠳᠠᠬᠤ   
images/dict-70.png|ᠪᠦᠲᠦᠭᠡᠭᠴᠢ ᠮᠥᠯᠵᠢᠭᠳᠡᠬᠥ ᠬᠢᠮᠳᠠᠳᠬᠤ  ᠱᠢᠳᠢᠲᠡᠨ ᠪᠠᠭᠱᠢᠬᠤ
images/dict-71.png|ᠵᠣᠷᠢᠬᠣ ᠬᠠᠨᠢᠰᠬᠤ ᠬᠣᠮᠬᠣᠷᠤᠤᠰᠯᠠᠬᠤ
images/dict-72.png|ᠤᠶᠠᠳᠠᠭᠠᠬᠤ  ᠥᠰᠭᠢᠯᠡᠭᠦᠷ ᠰᠢᠪᠥᠭᠡᠯᠡᠭᠥᠯᠬᠥ 
images/dict-73.png|ᠡᠬᠡᠭᠡᠷ ᠥᠷᠥᠭᠴᠢ  ᠵᠣᠯᠢᠭᠯᠠᠬᠣ ᠵᠢᠵᠢᠭᠡᠷᠡᠬᠦ ᠮᠠᠩᠭ᠋ᠤᠤᠳᠤᠬᠤ
images/dict-74.png|ᠳᠠᠮᠯᠠᠭᠠᠴᠢᠨ ᠨᠥᠷᠦᠭᠡ ᠳᠤᠭᠠᠯᠠᠭᠤᠷ  ᠵᠣᠪᠠᠯ ᠤᠯᠠᠢᠢᠯᠭᠠᠤ ᠴᠤᠯᠭᠤᠢᠢᠷᠠᠬᠤ ᠬᠣᠵᠢᠮᠠᠲᠠᠭᠠᠢ ᠬᠦᠪᠬᠦᠭ
images/dict-75.png|ᠠᠠᠭ᠎ᠠ ᠪᠠᠲᠤᠯᠠᠭᠤᠯᠬᠤ ᠰᠥᠯᠡᠮᠥ ᠭᠠᠷᠯᠠᠬᠤ ᠮᠠᠷᠵᠠᠢᠢᠬᠤ ᠬᠡᠷᠴᠢᠯᠡᠬᠦ ᠠᠨᠠᠷᠬᠢᠽᠮ ᠰᠠᠨᠠᠯᠭ᠎ᠠ ᠦᠭᠡᠢ
images/dict-76.png|ᠪᠢᠨᠴᠢᠨ ᠬᠠᠢᠢᠷᠰᠣᠯᠠᠬᠣ ᠦᠨᠤᠷᠳᠡᠬᠦ ᠴᠠᠰᠤᠮᠢᠨ  ᠠᠷᠠᠴᠢᠭ᠎ᠠ ᠠᠭᠤᠵᠢᠮᠠᠰᠬᠠᠬᠤ    
images/dict-77.png|ᠬᠥᠩᠭᠡᠯᠡᠭᠥᠯᠬᠥ  ᠫᠠᠭᠠᠳᠠᠭᠠᠨᠠᠬᠤ ᠪᠣᠳᠤᠩ ᠵᠡᠷᠭᠡᠪᠡᠷ ᠰᠤᠩᠭ᠋ᠠᠭᠤᠳᠠᠬᠤ  ᠪᠡᠯᠴᠡᠭᠡᠷ
images/dict-78.png|ᠠᠱᠢᠯ ᠪᠤᠩᠬᠠᠨ ᠠᠢᠢᠷᠠᠭ ᠬᠦᠩᠬᠦᠷ ᠵᠢᠯᠢᠢᠳᠡᠬᠥ
images/dict-79.png|ᠪᠢᠸᠠᠩ ᠬᠤᠷ᠎ᠠ ᠲᠠᠢ ᠱᠣᠪᠬᠡᠬᠦ ᠠᠩᠭᠢᠢ᠎ᠠ ᠪᠢᠯᠠᠭᠠᠬᠤ ᠻᠣᠨᠰᠤᠯ ᠬᠠᠷ᠎ᠠ ᠦᠭᠡᠢ ᠳᠠᠯᠳᠢᠴᠢᠢ᠎ᠠ
images/dict-80.png|ᠰᠠᠯᠬᠢᠳᠠᠬᠤ ᠵᠠᠢᠢᠪᠢᠭᠠᠨᠠᠬᠤ ᠢᠪᠠᠭ ᠴᠡᠨᠡᠭᠯᠡᠭᠦᠯᠬᠦ
images/dict-81.png|ᠡᠩᠨᠡᠭᠡ ᠮᠤᠩᠭᠢᠨᠠᠭᠤᠯᠠᠬᠤ ᠬᠣᠮᠪᠣᠷᠣᠢ ᠥᠷᠦᠰᠦᠯᠴᠡᠬᠦ ᠳᠡᠪᠢᠰᠦᠭᠦᠯᠬᠦ ᠬᠠᠳᠠᠭᠠᠰᠣᠷᠠᠬᠣ
images/dict-82.png|ᠰᠠᠨᠳᠤᠷᠠᠯ ᠵᠠᠬᠠᠳᠠᠭᠤᠯᠬᠤ ᠮᠤᠬᠤᠷᠠᠯ ᠪᠦᠲᠦᠮᠵᠢ
images/dict-83.png|ᠯᠠᠪᠰᠢᠬᠣ ᠪᠠᠷᠢᠢ᠎ᠠ ᠫᠦᠩᠬᠤᠧᠩ ᠬᠤᠵᠢᠷᠬᠠᠢ  ᠵᠥᠵᠥᠭᠡᠯᠡᠬᠥ ᠰᠥᠰᠥᠭᠳᠡᠨ 
images/dict-84.png|ᠤᠯᠠᠭᠠᠱᠢᠯᠠᠭᠤᠯᠤ ᠳᠣᠩᠲᠣᠬᠤ ᠳᠥᠢᠪᠡᠭᠡᠬᠥ   ᠣᠪᠤᠨᠣ ᠨᠠᠷᠢᠨᠲᠣᠬᠣ ᠪᠢᠮᠪᠠ
